"Paper_number","Paper_ID","Synthesis_type","Title","Author","N_Studies","N_Pairwise_comparisons","Year_range","Language_range","Country_range","Latitude","Longitude","Biome","Model","Commodity","Crop","magpie_class","Kingdom","Phylum","Class","Order","Family","Genus_Species","Functional_group","Comparison_.control.vs.ps2.","Control","Landuse","agricultural_system","Practice","Practice_detail","Crop.1","Cover_crop","Bt_type","biodiversity_metric_category","Biodiversity_measure","ID","Effect_size","Sample_size","LRR","Percentage_change","p.value","SD","SE","Lower_CI","Upper_CI","Extracted_from","Reference","CA_score","Comments","Weight","Treatment"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Oils_fats","Soybean","Oil crops","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Soy","Oat_Turnip_Vetch",NA,"diversity","Abundance",71,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Fallow"
3,"Verret.V","Meta-Analysis","Can legume companion plants control weeds without decreasing crop yield? A meta-analysis","V. Verret; A. Gardarin; E. Pelzer; S. Mediene; D. Makowski; M. Valantin-Morison",34,"476","1984-2015",NA,"Argentina_Austria_Canada_Denmark_East.Timor_Estonia_France_Germany_Iran_Italy_Japan_Lithuania_Mexico_Nigeria_Norway_Sweeden_USA",".",".",".","Fixed_effects","Cereals_grains","Straw_cereals","Cereals","Plantae","Weed",NA,NA,NA,NA,NA,"Conventional_Weeded.vs.Cover_crop","Conventional_Weeded","Cropland","Conservation","Cover_crop","Cover_crop","Straw","Relay_intercrop",NA,"biomass","Biomass_ratio",26,"LRR",34,0.407838983,NA,NA,NA,0.605326877,NA,NA,"Fig.4_b","Verret.V_Fig-4_b.PNG",NA,NA,34,"Conservation"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Oils_fats","Soybean","Oil crops","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Soy","Vetch",NA,"biomass","Biomass",110,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Fallow"
88,"Dinardo-Miranda.L","Review","Sugarcane straw and the populations of pests and nematodes","L. L. Dinardo-Miranda; J. V. Fracasso",1,"NA",NA,NA,"Brasil","4.56938","102.26568",".",NA,"Sugar","Sugarcane","Sugar Crops","Animal","Arthropoda","Insecta","Hemiptera","Cercopidae","Mahanarva fimbriolata","Pest","Conservation","traditional","Cropland","Conservation","traditional","Straw_removal","Sugarcane",NA,NA,"diversity","Abundance",340,"Percentage_change",1,0,185,NA,NA,NA,NA,NA,"Page_2","Dinardo-Miranda, 2002",NA,NA,1,"Traditional"
36,"Delaquis.E","Meta-Analysis","On-farm diversity offsets environmental pressures in tropical agro-ecosystems: A synthetic review for cassava-based systems","E. Delaquis; S. de Haan; K. A. G. Wyckhuys",23,"NA","1975–2015",NA,"Americas",NA,NA,NA,"Vote_count","Roots_tubers","Cassava","Other perennial crops","Animal","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Aleurotrachelus socialis","Pest","Intercrop.vs.Monoculture","mixed","Cropland","Monoculture","Intercrop","Intercrop","Cassava",NA,NA,"unclassified","Pest_indicators",311,"Percentage_change",23,0.192952579026482,121.28252788,NA,NA,NA,NA,NA,"Figure_4",NA,NA,NA,23,"Conventional"
24,"Fitzherbert.E","Review","How will oil palm expansion affect
biodiversity?","Emily B. Fitzherbert1,2, Matthew J. Struebig3, Alexandra Morel4, Finn Danielsen5,
Carsten A. Bru¨ hl6, Paul F. Donald7 and Ben Phalan",11,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Oil_palm","Oil crops","Animal","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,"Conventional.vs.Disturbed_forest","conventional","Cropland","Disturbed_forest","Conventional","Conventional","Oil_Palm",NA,NA,"diversity","Relative_species_richness",302,"Percentage_change",1,0.572519192925177,177.2727273,NA,NA,NA,NA,NA,"Fig_2","Koh, L.P. and Wilcove, D.S. (2008)",NA,NA,1,"Disturbed_forest"
99,"Mandal.A","Review","Impact of genetically modified crops on rhizosphere microorganisms and processes: A review focusing on Bt cotton","A. Mandal; B. Sarkar; G. Owens; J. K. Thakur; M. C. Manna; N. K. Niazi; S. Jayaraman; A. K. Patra",26,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Cotton","Oil crops","Bacteria","Azotobacter",NA,NA,NA,NA,NA,"Bt.vs.Non_Bt","Non_Bt","Cropland","Transgenic","Bt","Bt","Bt_Cotton",NA,NA,"diversity","Abundance",182,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Table_5","Li et al. (2011)",NA,NA,1,"Non_Bt"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Oils_fats","Soybean","Oil crops","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Soy","Turnip",NA,"Enzymatic_activity","Enzymatic_activity",108,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Fallow"
13,"Iverson.A","Meta-Analysis","Do polycultures promote win-wins or trade-offs in
agricultural ecosystem services? A meta-analysis","Aaron L. Iverson1*, Linda E. Mar?n2, Katherine K. Ennis3, David J. Gonthier2, Benjamin T.
Connor-Barrie2, Jane L. Remfert2, Bradley J. Cardinale1,2 and Ivette Perfecto2",26,"301",NA,"English","Argentina_Brazil_Canada_Cameroon_Egypt_Ethiopia_Hawaii_India_Kenya_Mexico_Peru_Philippines_South.Africa_Uganda_USA",".",NA,NA,NA,"Legumes","Legume","Other annual crops",NA,NA,NA,NA,NA,NA,"Pest","Polyculture.vs.Monoculture","Monoculture","Cropland","mixed","Policulture","Policulture","Legume",NA,NA,"diversity","Abundance",43,"Percentage_change",26,0,102,-0.88,NA,NA,NA,NA,"Page_1597",NA,NA,NA,26,"Conventional"
4,"Carvalho.R","Review","Agronomic and environmental implications of sugarcane
straw removal: a major review","J. L. N. Carvalho; R. C. Nogueirol; L. M. S. Menandro; R. D. O. Bordonal; C. D. Borges; H. Cantarella; H. C. J. Franco",3,"NA",NA,"English_Portuguese",NA,NA,NA,NA,NA,"Sugar","Sugarcane","Sugar Crops","Plantae","Weeds",NA,NA,NA,NA,NA,"Straw_removal.vs.Straw_mulch","Traditional","Cropland","Conservation","Straw_mulch","Straw_mulch","Sugarcane",NA,NA,"unclassified","Weed_control_effieciency (>8 Mg/ha)",38,"Percentage_change",1,0.625938430866495,187,NA,NA,NA,NA,NA,"Page_1188_1189","Hassuani et al. (2005)",NA,NA,1,"Conservation"
