"Paper_number","Paper_ID","Synthesis_type","Title","Author","N_Studies","N_Pairwise_comparisons","Year_range","Language_range","Country_range","Latitude","Longitude","Biome","Model","Commodity","Crop","magpie_class","Kingdom","Phylum","Class","Order","Family","Genus_Species","Functional_group","Comparison_.control.vs.ps2.","Control","Landuse","agricultural_system","Practice","Practice_detail","Crop.1","Cover_crop","Bt_type","biodiversity_metric_category","Biodiversity_measure","ID","Effect_size","Sample_size","LRR","Percentage_change","p.value","SD","SE","Lower_CI","Upper_CI","Extracted_from","Reference","CA_score","Comments","Weight","Treatment"
3,"Verret.V","Meta-Analysis","Can legume companion plants control weeds without decreasing crop yield? A meta-analysis","V. Verret; A. Gardarin; E. Pelzer; S. Mediene; D. Makowski; M. Valantin-Morison",34,"476","1984-2015",NA,"Argentina_Austria_Canada_Denmark_East.Timor_Estonia_France_Germany_Iran_Italy_Japan_Lithuania_Mexico_Nigeria_Norway_Sweeden_USA",".",".",".","Fixed_effects","Cereals_grains","Maize","Cereals","Plantae","Weed",NA,NA,NA,NA,NA,"Conventional_NonWeeded.vs.Cover_crop","Conventional_NonWeeded","Cropland","Conservation","Cover_crop","Cover_crop","Maize","No",NA,"biomass","Biomass_ratio",30,"LRR",34,0,NA,NA,NA,0.080771095,NA,NA,"Fig.4_a","Verret.V_Fig.4_a.PNG",NA,NA,34,"Conventional"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Cereals_grains","Maize","Cereals","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Maize","Vetch",NA,"biomass","Biomass",117,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Fallow"
3,"Verret.V","Meta-Analysis","Can legume companion plants control weeds without decreasing crop yield? A meta-analysis","V. Verret; A. Gardarin; E. Pelzer; S. Mediene; D. Makowski; M. Valantin-Morison",34,"476","1984-2015",NA,"Argentina_Austria_Canada_Denmark_East.Timor_Estonia_France_Germany_Iran_Italy_Japan_Lithuania_Mexico_Nigeria_Norway_Sweeden_USA",".",".",".","Fixed_effects","Cereals_grains","Maize","Cereals","Plantae","Weed",NA,NA,NA,NA,NA,"Conventional_Weeded.vs.Cover_crop","Conventional_Weeded","Cropland","Conservation","Cover_crop","Cover_crop","Maize","Synchronised_sowing",NA,"diversity","Density_ratio",21,"LRR",34,0,NA,NA,NA,0.314343747,NA,NA,"Smmc8_b","Verret.V_Fig.Smmc8_b.PNG",NA,NA,34,"Conventional"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Oils_fats","Sunflower","Oil crops","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Sunflower","Vetch",NA,"Enzymatic_activity","Microbial_activity",63,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Fallow"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Cereals_grains","Maize","Cereals","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Maize","Clover",NA,"biomass","Biomass",119,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Mixed"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Cereals_grains","Maize","Cereals","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Maize","Vetch",NA,"diversity","Chao-1",91,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Fallow"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Cereals_grains","Maize","Cereals","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Maize","Wheat",NA,"biomass","Biomass",114,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Fallow"
4,"Carvalho.R","Review","Agronomic and environmental implications of sugarcane
straw removal: a major review","J. L. N. Carvalho; R. C. Nogueirol; L. M. S. Menandro; R. D. O. Bordonal; C. D. Borges; H. Cantarella; H. C. J. Franco",3,"NA",NA,"English_Portuguese",NA,NA,NA,NA,NA,"Sugar","Sugarcane","Sugar Crops","Microbes","Weeds",NA,NA,NA,NA,NA,"Straw_removal.vs.Straw_mulch","Traditional","Cropland","Conservation","Straw_mulch","Straw_mulch","Sugarcane",NA,NA,"biomass","microbial biomass nitrogen (MBN)",37,"Percentage_change",1,0,134,NA,NA,NA,NA,NA,"Page_1188","Souza et al. (2012)",NA,NA,1,"Traditional"
3,"Verret.V","Meta-Analysis","Can legume companion plants control weeds without decreasing crop yield? A meta-analysis","V. Verret; A. Gardarin; E. Pelzer; S. Mediene; D. Makowski; M. Valantin-Morison",34,"476","1984-2015",NA,"Argentina_Austria_Canada_Denmark_East.Timor_Estonia_France_Germany_Iran_Italy_Japan_Lithuania_Mexico_Nigeria_Norway_Sweeden_USA",".",".",".","Fixed_effects","Cereals_grains","Maize","Cereals","Plantae","Weed",NA,NA,NA,NA,NA,"Conventional_NonWeeded.vs.Cover_crop","Conventional_NonWeeded","Cropland","Conservation","Cover_crop","Cover_crop","Maize","No",NA,"biomass","Biomass_ratio",2,"LRR",34,0.212264151,NA,NA,NA,0.164452573,NA,NA,"Smmc3_a","Verret.V_Fig.Smmc3_a.PNG",NA,NA,34,"Conservation"
99,"Mandal.A","Review","Impact of genetically modified crops on rhizosphere microorganisms and processes: A review focusing on Bt cotton","A. Mandal; B. Sarkar; G. Owens; J. K. Thakur; M. C. Manna; N. K. Niazi; S. Jayaraman; A. K. Patra",26,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Cotton","Oil crops","Bacteria",NA,NA,NA,NA,NA,NA,"Bt.vs.Non_Bt","Non_Bt","Cropland","Transgenic","Bt","Bt","Bt_Cotton",NA,NA,"diversity","Abundance",198,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Table_5","Yaqoob et al. (2019)",NA,NA,1,"Non_Bt"
